"","ID","type","places"
"418","2015.a.4.2.3","tossup + bonus","Athens"
"419","2015.a.4.2.4","tossup + bonus","New York City"
"420","2015.a.4.2.5","tossup + bonus","list()"
"421","2015.a.4.2.6","tossup + bonus","c(""Utica"", ""Rome"")"
"422","2015.a.4.2.7","tossup + bonus","c(""Covadonga"", ""El Cid"", ""Ferdinand"", ""Spain"")"
"423","2015.a.4.2.8","tossup + bonus","list()"
"424","2015.a.4.3.lightning.1.1","lightning","France"
"425","2015.a.4.3.lightning.1.2","lightning","list()"
"426","2015.a.4.3.lightning.1.3","lightning","c(""Spain"", ""Austria"")"
"427","2015.a.4.3.lightning.1.4","lightning","Spain"
"428","2015.a.4.3.lightning.1.5","lightning","list()"
"429","2015.a.4.3.lightning.1.6","lightning","list()"
"430","2015.a.4.3.lightning.1.7","lightning","Oxfordshire"
"431","2015.a.4.3.lightning.1.8","lightning","list()"
"432","2015.a.4.3.lightning.2.1","lightning","India"
"433","2015.a.4.3.lightning.2.2","lightning","list()"
"434","2015.a.4.3.lightning.2.3","lightning","list()"
"435","2015.a.4.3.lightning.2.4","lightning","list()"
"436","2015.a.4.3.lightning.2.5","lightning","list()"
"437","2015.a.4.3.lightning.2.6","lightning","list()"
"438","2015.a.4.3.lightning.2.7","lightning","list()"
"439","2015.a.4.3.lightning.2.8","lightning","list()"
"440","2015.a.4.3.lightning.3.1","lightning","list()"
"441","2015.a.4.3.lightning.3.2","lightning","list()"
"442","2015.a.4.3.lightning.3.3","lightning","Athens"
"443","2015.a.4.3.lightning.3.4","lightning","Athens"
"444","2015.a.4.3.lightning.3.5","lightning","list()"
"445","2015.a.4.3.lightning.3.6","lightning","c(""Sparta"", ""Athens"")"
"446","2015.a.4.3.lightning.3.7","lightning","c(""Sparta"", ""Aegospotami"")"
"447","2015.a.4.3.lightning.3.8","lightning","c(""Athens"", ""Sparta"")"
"448","2015.a.4.4.1","tossup","the Byzantine Empire"
"449","2015.a.4.4.2","tossup","c(""The United Kingdom"", ""Special Administrative Region"", ""China"")"
"450","2015.a.4.4.3","tossup","Nicaragua"
"451","2015.a.4.4.4","tossup","c(""El Desdichado"", ""Wilfrid"", ""England"")"
"452","2015.a.4.4.5","tossup","list()"
"453","2015.a.4.4.6","tossup","Panama"
"454","2015.a.4.4.7","tossup","c(""Varna"", ""Vienna"", ""Magyar"", ""Austria"")"
"455","2015.a.4.4.8","tossup","Greenville"
"456","2015.a.5.1.1","tossup","Josephus"
"457","2015.a.5.1.2","tossup","c(""Alesia"", ""France"")"
"458","2015.a.5.1.3","tossup","list()"
"459","2015.a.5.1.4","tossup","list()"
"460","2015.a.5.1.5","tossup","c(""Turkey"", ""the United States"")"
"461","2015.a.5.1.6","tossup","list()"
"462","2015.a.5.1.7","tossup","Cuba"
"463","2015.a.5.1.8","tossup","Southwark"
"464","2015.a.5.1.9","tossup","c(""America"", ""Mexico"", ""Florida"")"
"465","2015.a.5.1.10","tossup","Spain"
"466","2015.a.5.2.1","tossup + bonus","list()"
"467","2015.a.5.2.2","tossup + bonus","Belgium"
"468","2015.a.5.2.3","tossup + bonus","c(""Lydia"", ""the Roman Empire"")"
"469","2015.a.5.2.4","tossup + bonus","list()"
"470","2015.a.5.2.5","tossup + bonus","c(""Israel"", ""Buenos Aires"")"
"471","2015.a.5.2.6","tossup + bonus","c(""Carson City"", ""Missouri"", ""California"")"
"472","2015.a.5.2.7","tossup + bonus","Kuwait"
"473","2015.a.5.2.8","tossup + bonus","c(""Portsmouth"", ""Puritan"")"
"474","2015.a.5.3.lightning.1.1","lightning","list()"
"475","2015.a.5.3.lightning.1.2","lightning","list()"
"476","2015.a.5.3.lightning.1.3","lightning","Washington"
"477","2015.a.5.3.lightning.1.4","lightning","list()"
"478","2015.a.5.3.lightning.1.5","lightning","list()"
"479","2015.a.5.3.lightning.1.6","lightning","list()"
"480","2015.a.5.3.lightning.1.7","lightning","list()"
"481","2015.a.5.3.lightning.1.8","lightning","France"
"482","2015.a.5.3.lightning.2.1","lightning","list()"
"483","2015.a.5.3.lightning.2.2","lightning","list()"
"484","2015.a.5.3.lightning.2.3","lightning","c(""Jackson"", ""Kentucky"")"
"485","2015.a.5.3.lightning.2.4","lightning","list()"
"486","2015.a.5.3.lightning.2.5","lightning","list()"
"487","2015.a.5.3.lightning.2.6","lightning","America"
"488","2015.a.5.3.lightning.2.7","lightning","list()"
"489","2015.a.5.3.lightning.2.8","lightning","Kentucky"
"490","2015.a.5.3.lightning.3.1","lightning","Israel"
"491","2015.a.5.3.lightning.3.2","lightning","list()"
"492","2015.a.5.3.lightning.3.3","lightning","Israel"
"493","2015.a.5.3.lightning.3.4","lightning","Israel"
"494","2015.a.5.3.lightning.3.5","lightning","list()"
"495","2015.a.5.3.lightning.3.6","lightning","list()"
"496","2015.a.5.3.lightning.3.7","lightning","list()"
"497","2015.a.5.3.lightning.3.8","lightning","list()"
"498","2015.a.5.4.1","tossup","c(""Spouses"", ""Tyrrhenus"", ""Rome"")"
"499","2015.a.5.4.2","tossup","Hawkeye"
"500","2015.a.5.4.3","tossup","c(""Port Harcourt"", ""Mali Empire"")"
"501","2015.a.5.4.4","tossup","San Lorenzo"
"502","2015.a.5.4.5","tossup","c(""Chenango County"", ""Missouri"", ""Illinois"", ""Carthage"", ""Illinois"")"
"503","2015.a.5.4.6","tossup","Alaska"
"504","2015.a.5.4.7","tossup","c(""Washington Heights"", ""Cleveland"")"
"505","2015.a.5.4.8","tossup","London"
"506","2015.nationals.1.1.1","tossup","Midlothian"
"507","2015.nationals.1.1.2","tossup","Gaul"
"508","2015.nationals.1.1.3","tossup","c(""UK"", ""the United States"")"
"509","2015.nationals.1.1.4","tossup","c(""Pachacuti"", ""quipu"", ""South American Empire"", ""Cusco"")"
"510","2015.nationals.1.1.5","tossup","list()"
"511","2015.nationals.1.1.6","tossup","list()"
"512","2015.nationals.1.1.7","tossup","c(""Barfleur"", ""England"")"
"513","2015.nationals.1.1.8","tossup","Manhattan"
"514","2015.nationals.1.2.1","tossup + bonus","c(""Morristown"", ""Pennsylvania"", ""Washington"")"
"515","2015.nationals.1.2.2","tossup + bonus","c(""New York"", ""New York"")"
"516","2015.nationals.1.2.3","tossup + bonus","c(""St. Patrick's Day"", ""Braintree"", ""U.S."")"
"517","2015.nationals.1.2.4","tossup + bonus","c(""Edessa"", ""France"", ""Damascus"")"
"518","2015.nationals.1.2.5","tossup + bonus","list()"
"519","2015.nationals.1.2.6","tossup + bonus","list()"
"520","2015.nationals.1.2.7","tossup + bonus","c(""Baguio"", ""Palawan"", ""Mindanao"", ""US"", ""Philippines"")"
"521","2015.nationals.1.2.8","tossup + bonus","Kensington"
"522","2015.nationals.1.3.lightning.1.1","lightning","list()"
"523","2015.nationals.1.3.lightning.1.2","lightning","list()"
"524","2015.nationals.1.3.lightning.1.3","lightning","list()"
"525","2015.nationals.1.3.lightning.1.4","lightning","list()"
"526","2015.nationals.1.3.lightning.1.5","lightning","list()"
"527","2015.nationals.1.3.lightning.1.6","lightning","list()"
"528","2015.nationals.1.3.lightning.1.7","lightning","list()"
"529","2015.nationals.1.3.lightning.1.8","lightning","list()"
"530","2015.nationals.1.3.lightning.2.1","lightning","Empire"
"531","2015.nationals.1.3.lightning.2.2","lightning","list()"
"532","2015.nationals.1.3.lightning.2.3","lightning","list()"
"533","2015.nationals.1.3.lightning.2.4","lightning","list()"
"534","2015.nationals.1.3.lightning.2.5","lightning","list()"
"535","2015.nationals.1.3.lightning.2.6","lightning","list()"
"536","2015.nationals.1.3.lightning.2.7","lightning","list()"
"537","2015.nationals.1.3.lightning.2.8","lightning","list()"
"538","2015.nationals.1.3.lightning.3.1","lightning","Australia"
"539","2015.nationals.1.3.lightning.3.2","lightning","list()"
"540","2015.nationals.1.3.lightning.3.3","lightning","list()"
"541","2015.nationals.1.3.lightning.3.4","lightning","list()"
"542","2015.nationals.1.3.lightning.3.5","lightning","list()"
"543","2015.nationals.1.3.lightning.3.6","lightning","list()"
"544","2015.nationals.1.3.lightning.3.7","lightning","list()"
"545","2015.nationals.1.3.lightning.3.8","lightning","list()"
"546","2015.nationals.1.4.1","tossup","California"
"547","2015.nationals.1.4.2","tossup","c(""Biafra"", ""Tristan"", ""Kalevala"", ""Tuonela"")"
"548","2015.nationals.1.4.3","tossup","Philadelphia"
"549","2015.nationals.1.4.4","tossup","Russia"
"550","2015.nationals.1.4.5","tossup","c(""Pleroma"", ""Sophia"")"
"551","2015.nationals.1.4.6","tossup","list()"
"552","2015.nationals.1.4.7","tossup","c(""Hanley"", ""Portland"")"
"553","2015.nationals.1.4.8","tossup","c(""Brighton"", ""a united Ireland"")"
"554","2015.nationals.2.1.1","tossup","c(""Trenton"", ""Delaware"", ""Virginian"", ""the United States'"")"
"555","2015.nationals.2.1.2","tossup","East Germany"
"556","2015.nationals.2.1.3","tossup","c(""Liverpool"", ""London"")"
"557","2015.nationals.2.1.4","tossup","list()"
"558","2015.nationals.2.1.5","tossup","list()"
"559","2015.nationals.2.1.6","tossup","Illinois"
"560","2015.nationals.2.1.7","tossup","Great Britain"
"561","2015.nationals.2.1.8","tossup","c(""Truth"", ""Washington D.C."")"
"562","2015.nationals.2.2.1","tossup + bonus","Pennsylvania"
"563","2015.nationals.2.2.2","tossup + bonus","list()"
"564","2015.nationals.2.2.3","tossup + bonus","c(""Saxony"", ""Bavaria"", ""the United Kingdom"", ""Venice"", ""England"")"
"565","2015.nationals.2.2.4","tossup + bonus","c(""Romulus"", ""Naxos"", ""Athens"")"
"566","2015.nationals.2.2.5","tossup + bonus","list()"
"567","2015.nationals.2.2.6","tossup + bonus","Japan"
"568","2015.nationals.2.2.7","tossup + bonus","c(""Athens"", ""Persia"", ""Athens"")"
"569","2015.nationals.2.2.8","tossup + bonus","c(""US"", ""California"")"
"570","2015.nationals.2.3.lightning.1.1","lightning","list()"
"571","2015.nationals.2.3.lightning.1.2","lightning","list()"
"572","2015.nationals.2.3.lightning.1.3","lightning","list()"
"573","2015.nationals.2.3.lightning.1.4","lightning","Marbury"
"574","2015.nationals.2.3.lightning.1.5","lightning","United States"
"575","2015.nationals.2.3.lightning.1.6","lightning","list()"
"576","2015.nationals.2.3.lightning.1.7","lightning","Ohio"
"577","2015.nationals.2.3.lightning.1.8","lightning","list()"
"578","2015.nationals.2.3.lightning.2.1","lightning","China"
"579","2015.nationals.2.3.lightning.2.2","lightning","list()"
"580","2015.nationals.2.3.lightning.2.3","lightning","China"
"581","2015.nationals.2.3.lightning.2.4","lightning","Korea"
"582","2015.nationals.2.3.lightning.2.5","lightning","list()"
"583","2015.nationals.2.3.lightning.2.6","lightning","list()"
"584","2015.nationals.2.3.lightning.2.7","lightning","the Boxer Rebellion"
"585","2015.nationals.2.3.lightning.2.8","lightning","list()"
"586","2015.nationals.2.3.lightning.3.1","lightning","Chernobyl"
"587","2015.nationals.2.3.lightning.3.2","lightning","c(""Russia"", ""South Ossetia"")"
"588","2015.nationals.2.3.lightning.3.3","lightning","USSR"
"589","2015.nationals.2.3.lightning.3.4","lightning","Stalingrad"
"590","2015.nationals.2.3.lightning.3.5","lightning","list()"
"591","2015.nationals.2.3.lightning.3.6","lightning","list()"
"592","2015.nationals.2.3.lightning.3.7","lightning","Romania"
"593","2015.nationals.2.3.lightning.3.8","lightning","list()"
"594","2015.nationals.2.4.1","tossup","c(""Salisbury"", ""Essex County"", ""Virginian"", ""France"", ""Massachusetts"", ""Massachusetts"")"
"595","2015.nationals.2.4.2","tossup","c(""Jaffa"", ""Israel"")"
"596","2015.nationals.2.4.3","tossup","c(""Rome"", ""Wessex"")"
"597","2015.nationals.2.4.4","tossup","Las Meninas"
"598","2015.nationals.2.4.5","tossup","list()"
"599","2015.nationals.2.4.6","tossup","list()"
"600","2015.nationals.2.4.7","tossup","c(""Damascus"", ""Bayezid"", ""Ankara"", ""Tokhtamysh"", ""Samarkand"")"
"601","2015.nationals.2.4.8","tossup","Brazil"
"602","2015.nationals.2.extra.1","tossup","c(""France"", ""Portugal"")"
"603","2015.nationals.3.1.1","tossup","list()"
"604","2015.nationals.3.1.2","tossup","list()"
"605","2015.nationals.3.1.3","tossup","Fort McHenry"
"606","2015.nationals.3.1.4","tossup","Edinburgh"
"607","2015.nationals.3.1.5","tossup","Indiana"
"608","2015.nationals.3.1.6","tossup","c(""Baghdad"", ""Hungary"")"
"609","2015.nationals.3.1.7","tossup","list()"
"610","2015.nationals.3.1.8","tossup","c(""Maryam"", ""Nasrid"", ""’s Alhambra"", ""Spain"")"
"611","2015.nationals.3.2.1","tossup + bonus","the “Island of Thieves"
"612","2015.nationals.3.2.2","tossup + bonus","Massachusetts"
"613","2015.nationals.3.2.3","tossup + bonus","list()"
"614","2015.nationals.3.2.4","tossup + bonus","c(""Tangentopoli"", ""Nicomedia"")"
"615","2015.nationals.3.2.5","tossup + bonus","c(""McKinley"", ""Havana Harbor"")"
"616","2015.nationals.3.2.6","tossup + bonus","the Persian Empire"
"617","2015.nationals.3.2.7","tossup + bonus","list()"
"618","2015.nationals.3.2.8","tossup + bonus","c(""the United States"", ""Kuwait"")"
"619","2015.nationals.3.3.lightning.1.1","lightning","US"
"620","2015.nationals.3.3.lightning.1.2","lightning","list()"
"621","2015.nationals.3.3.lightning.1.3","lightning","list()"
"622","2015.nationals.3.3.lightning.1.4","lightning","list()"
"623","2015.nationals.3.3.lightning.1.5","lightning","U.S."
"624","2015.nationals.3.3.lightning.1.6","lightning","list()"
"625","2015.nationals.3.3.lightning.1.7","lightning","list()"
"626","2015.nationals.3.3.lightning.1.8","lightning","list()"
"627","2015.nationals.3.3.lightning.2.1","lightning","list()"
"628","2015.nationals.3.3.lightning.2.2","lightning","Menlo Park"
"629","2015.nationals.3.3.lightning.2.3","lightning","Belgrade"
"630","2015.nationals.3.3.lightning.2.4","lightning","list()"
"631","2015.nationals.3.3.lightning.2.5","lightning","list()"
"632","2015.nationals.3.3.lightning.2.6","lightning","list()"
"633","2015.nationals.3.3.lightning.2.7","lightning","list()"
"634","2015.nationals.3.3.lightning.2.8","lightning","list()"
"635","2015.nationals.3.3.lightning.3.1","lightning","list()"
"636","2015.nationals.3.3.lightning.3.2","lightning","list()"
"637","2015.nationals.3.3.lightning.3.3","lightning","Arsuf"
"638","2015.nationals.3.3.lightning.3.4","lightning","Jerusalem"
"639","2015.nationals.3.3.lightning.3.5","lightning","list()"
"640","2015.nationals.3.3.lightning.3.6","lightning","list()"
"641","2015.nationals.3.3.lightning.3.7","lightning","Jerusalem"
"642","2015.nationals.3.3.lightning.3.8","lightning","list()"
"643","2015.nationals.3.4.1","tossup","c(""Michigan"", ""Los Angeles"")"
"644","2015.nationals.3.4.2","tossup","list()"
"645","2015.nationals.3.4.3","tossup","list()"
"646","2015.nationals.3.4.4","tossup","Rano  Raraku"
"647","2015.nationals.3.4.5","tossup","c(""Paris"", ""Cambodia"")"
"648","2015.nationals.3.4.6","tossup","Sarajevo"
"649","2015.nationals.3.4.7","tossup","c(""gematria"", ""Hollywood"")"
"650","2015.nationals.3.4.8","tossup","list()"
"651","2015.nationals.3.extra.1","tossup","list()"
"652","2015.nationals.4.1.1","tossup","Kinsale"
"653","2015.nationals.4.1.2","tossup","c(""Stolbovo"", ""Russia"")"
"654","2015.nationals.4.1.3","tossup","Virginia"
"655","2015.nationals.4.1.4","tossup","c(""England"", ""St. John's"", ""Labrador"")"
"656","2015.nationals.4.1.5","tossup","list()"
"657","2015.nationals.4.1.6","tossup","c(""Lusiads"", ""Aeneas"")"
"658","2015.nationals.4.1.7","tossup","Uganda"
"659","2015.nationals.4.1.8","tossup","list()"
"660","2015.nationals.4.2.1","tossup + bonus","list()"
"661","2015.nationals.4.2.2","tossup + bonus","America"
"662","2015.nationals.4.2.3","tossup + bonus","France"
"663","2015.nationals.4.2.4","tossup + bonus","c(""Moscow"", ""Russia"")"
"664","2015.nationals.4.2.5","tossup + bonus","c(""Italy"", ""Trebia"")"
"665","2015.nationals.4.2.6","tossup + bonus","Greenwich Village"
"666","2015.nationals.4.2.7","tossup + bonus","list()"
"667","2015.nationals.4.2.8","tossup + bonus","list()"
"668","2015.nationals.4.3.lightning.1.1","lightning","c(""Washington"", ""DC"", ""the United States"")"
"669","2015.nationals.4.3.lightning.1.2","lightning","America"
"670","2015.nationals.4.3.lightning.1.3","lightning","list()"
"671","2015.nationals.4.3.lightning.1.4","lightning","list()"
"672","2015.nationals.4.3.lightning.1.5","lightning","list()"
"673","2015.nationals.4.3.lightning.1.6","lightning","list()"
"674","2015.nationals.4.3.lightning.1.7","lightning","list()"
"675","2015.nationals.4.3.lightning.1.8","lightning","the United States"
"676","2015.nationals.4.3.lightning.2.1","lightning","list()"
"677","2015.nationals.4.3.lightning.2.2","lightning","list()"
"678","2015.nationals.4.3.lightning.2.3","lightning","list()"
"679","2015.nationals.4.3.lightning.2.4","lightning","list()"
"680","2015.nationals.4.3.lightning.2.5","lightning","Britain"
"681","2015.nationals.4.3.lightning.2.6","lightning","Pressburg"
"682","2015.nationals.4.3.lightning.2.7","lightning","list()"
"683","2015.nationals.4.3.lightning.2.8","lightning","Italy"
"684","2015.nationals.4.3.lightning.3.1","lightning","list()"
"685","2015.nationals.4.3.lightning.3.2","lightning","list()"
"686","2015.nationals.4.3.lightning.3.3","lightning","list()"
"687","2015.nationals.4.3.lightning.3.4","lightning","list()"
"688","2015.nationals.4.3.lightning.3.5","lightning","list()"
"689","2015.nationals.4.3.lightning.3.6","lightning","list()"
"690","2015.nationals.4.3.lightning.3.7","lightning","list()"
"691","2015.nationals.4.3.lightning.3.8","lightning","Hiroshima"
"692","2015.nationals.4.4.1","tossup","Malta"
"693","2015.nationals.4.4.2","tossup","c(""U.S."", ""the Republic of Texas"")"
"694","2015.nationals.4.4.3","tossup","c(""Nutopia"", ""Beatle"", ""Imagine"")"
"695","2015.nationals.4.4.4","tossup","Hodegetria"
"696","2015.nationals.4.4.5","tossup","c(""Brothers"", ""North Korea"")"
"697","2015.nationals.4.4.6","tossup","Spain"
"698","2015.nationals.4.4.7","tossup","Takezaki Suenaga"
"699","2015.nationals.4.4.8","tossup","list()"
"700","2015.nationals.4.extra.1","tossup","list()"
"701","2015.nationals.5.1.1","tossup","c(""Hughenden Manor"", ""Coningsby"", ""India"")"
"702","2015.nationals.5.1.2","tossup","Subang"
"703","2015.nationals.5.1.3","tossup","list()"
"704","2015.nationals.5.1.4","tossup","Camulodunum"
"705","2015.nationals.5.1.5","tossup","list()"
"706","2015.nationals.5.1.6","tossup","list()"
"707","2015.nationals.5.1.7","tossup","list()"
"708","2015.nationals.5.1.8","tossup","list()"
"709","2015.nationals.5.2.1","tossup + bonus","Lake Chagan"
"710","2015.nationals.5.2.2","tossup + bonus","c(""Sweden"", ""King Hrothgar"")"
"711","2015.nationals.5.2.3","tossup + bonus","America"
"712","2015.nationals.5.2.4","tossup + bonus","list()"
"713","2015.nationals.5.2.5","tossup + bonus","list()"
"714","2015.nationals.5.2.6","tossup + bonus","list()"
"715","2015.nationals.5.2.7","tossup + bonus","list()"
"716","2015.nationals.5.2.8","tossup + bonus","list()"
"717","2015.nationals.5.3.lightning.1.1","lightning","list()"
"718","2015.nationals.5.3.lightning.1.2","lightning","list()"
"719","2015.nationals.5.3.lightning.1.3","lightning","list()"
"720","2015.nationals.5.3.lightning.1.4","lightning","list()"
"721","2015.nationals.5.3.lightning.1.5","lightning","list()"
"722","2015.nationals.5.3.lightning.1.6","lightning","list()"
"723","2015.nationals.5.3.lightning.1.7","lightning","Boston"
"724","2015.nationals.5.3.lightning.1.8","lightning","list()"
"725","2015.nationals.5.3.lightning.2.1","lightning","Tenochtitlan"
"726","2015.nationals.5.3.lightning.2.2","lightning","list()"
"727","2015.nationals.5.3.lightning.2.3","lightning","list()"
"728","2015.nationals.5.3.lightning.2.4","lightning","list()"
"729","2015.nationals.5.3.lightning.2.5","lightning","list()"
"730","2015.nationals.5.3.lightning.2.6","lightning","Tenochtitlan"
"731","2015.nationals.5.3.lightning.2.7","lightning","list()"
"732","2015.nationals.5.3.lightning.2.8","lightning","list()"
"733","2015.nationals.5.3.lightning.3.1","lightning","list()"
"734","2015.nationals.5.3.lightning.3.2","lightning","list()"
"735","2015.nationals.5.3.lightning.3.3","lightning","list()"
"736","2015.nationals.5.3.lightning.3.4","lightning","list()"
"737","2015.nationals.5.3.lightning.3.5","lightning","Weisswurst"
"738","2015.nationals.5.3.lightning.3.6","lightning","list()"
"739","2015.nationals.5.3.lightning.3.7","lightning","lima"
"740","2015.nationals.5.3.lightning.3.8","lightning","list()"
"741","2015.nationals.5.4.1","tossup","c(""Baltimore"", ""Maryland"")"
"742","2015.nationals.5.4.2","tossup","New Zealand"
"743","2015.nationals.5.4.3","tossup","c(""Germany"", ""Cambridge"")"
"744","2015.nationals.5.4.4","tossup","New Jersey"
"745","2015.nationals.5.4.5","tossup","Ferdinand"
"746","2015.nationals.5.4.6","tossup","India"
"747","2015.nationals.5.4.7","tossup","c(""South Africa"", ""Oslo"", ""Stockholm"")"
"748","2015.nationals.5.4.8","tossup","the United States"
"749","2015.nationals.5.extra.1","tossup","San Antonio"
"750","2021.c.1.1.1","tossup","c(""Urdu"", ""Britain"")"
"751","2021.c.1.1.2","tossup","list()"
"752","2021.c.1.1.3","tossup","list()"
"753","2021.c.1.1.4","tossup","list()"
"754","2021.c.1.1.5","tossup","c(""U.S."", ""Talleyrand"", ""U.S."", ""Louisiana"", ""the United States"")"
"755","2021.c.1.1.6","tossup","c(""Mumtaz"", ""Agra"", ""India"")"
"756","2021.c.1.1.7","tossup","Trebizond"
"757","2021.c.1.1.8","tossup","c(""France"", ""Argentina"")"
"758","2021.c.1.1.9","tossup","list()"
"759","2021.c.1.1.10","tossup","c(""Spain"", ""Baetis"", ""Bibroci"", ""Britannia"", ""Alesia"")"
"760","2021.c.1.2.1","tossup + bonus","c(""Nazi Germany"", ""North Africa"", ""Sicily"", ""Italy"")"
"761","2021.c.1.2.2","tossup + bonus","Delhi"
"762","2021.c.1.2.3","tossup + bonus","Vermont"
"763","2021.c.1.2.4","tossup + bonus","McClellan"
"764","2021.c.1.2.5","tossup + bonus","U.S."
"765","2021.c.1.2.6","tossup + bonus","c(""Spain"", ""Cuba"", ""Veracruz"", ""Tenochtitlan"", ""the Aztec Empire"")"
"766","2021.c.1.2.7","tossup + bonus","U.S."
"767","2021.c.1.2.8","tossup + bonus","Las Vegas"
"768","2021.c.1.3.lightning.1.1","lightning","U.S."
"769","2021.c.1.3.lightning.1.2","lightning","list()"
"770","2021.c.1.3.lightning.1.3","lightning","Laos"
"771","2021.c.1.3.lightning.1.4","lightning","list()"
"772","2021.c.1.3.lightning.1.5","lightning","list()"
"773","2021.c.1.3.lightning.1.6","lightning","U.S."
"774","2021.c.1.3.lightning.1.7","lightning","U.S."
"775","2021.c.1.3.lightning.1.8","lightning","U.S."
"776","2021.c.1.3.lightning.2.1","lightning","Christianize"
"777","2021.c.1.3.lightning.2.2","lightning","list()"
"778","2021.c.1.3.lightning.2.3","lightning","list()"
"779","2021.c.1.3.lightning.2.4","lightning","list()"
"780","2021.c.1.3.lightning.2.5","lightning","list()"
"781","2021.c.1.3.lightning.2.6","lightning","list()"
