"","ID","type","places"
"1170","2021.a.4.2.3","tossup + bonus","c(""India"", ""Babur"")"
"1171","2021.a.4.2.4","tossup + bonus","c(""Utah"", ""Jeopardy"")"
"1172","2021.a.4.2.5","tossup + bonus","Cebu"
"1173","2021.a.4.2.6","tossup + bonus","c(""the United Arab Emirates"", ""Karbala"", ""Baghdad"")"
"1174","2021.a.4.2.7","tossup + bonus","New Orleans"
"1175","2021.a.4.2.8","tossup + bonus","c(""Poisons"", ""Pythia"")"
"1176","2021.a.4.3.lightning.1.1","lightning","U.S."
"1177","2021.a.4.3.lightning.1.2","lightning","list()"
"1178","2021.a.4.3.lightning.1.3","lightning","list()"
"1179","2021.a.4.3.lightning.1.4","lightning","list()"
"1180","2021.a.4.3.lightning.1.5","lightning","Tennessee"
"1181","2021.a.4.3.lightning.1.6","lightning","list()"
"1182","2021.a.4.3.lightning.1.7","lightning","San Antonio"
"1183","2021.a.4.3.lightning.1.8","lightning","c(""Tennessee"", ""Angelina"")"
"1184","2021.a.4.3.lightning.2.1","lightning","list()"
"1185","2021.a.4.3.lightning.2.2","lightning","Norway"
"1186","2021.a.4.3.lightning.2.3","lightning","Greenland"
"1187","2021.a.4.3.lightning.2.4","lightning","c(""Norway"", ""Sweden"", ""Denmark"")"
"1188","2021.a.4.3.lightning.2.5","lightning","list()"
"1189","2021.a.4.3.lightning.2.6","lightning","Norway"
"1190","2021.a.4.3.lightning.2.7","lightning","Norway"
"1191","2021.a.4.3.lightning.2.8","lightning","c(""Denmark"", ""Norway"", ""Norway"")"
"1192","2021.a.4.3.lightning.3.1","lightning","Salisbury"
"1193","2021.a.4.3.lightning.3.2","lightning","Zimbabwe"
"1194","2021.a.4.3.lightning.3.3","lightning","list()"
"1195","2021.a.4.3.lightning.3.4","lightning","Zimbabwe"
"1196","2021.a.4.3.lightning.3.5","lightning","Zimbabwe"
"1197","2021.a.4.3.lightning.3.6","lightning","Zimbabwe"
"1198","2021.a.4.3.lightning.3.7","lightning","Zimbabwe"
"1199","2021.a.4.3.lightning.3.8","lightning","Zimbabwe"
"1200","2021.a.4.4.1","tossup","Minsk"
"1201","2021.a.4.4.2","tossup","list()"
"1202","2021.a.4.4.3","tossup","Phoenix"
"1203","2021.a.4.4.4","tossup","list()"
"1204","2021.a.4.4.5","tossup","list()"
"1205","2021.a.4.4.6","tossup","c(""Edinburgh"", ""Midlothian"")"
"1206","2021.a.4.4.7","tossup","united Germany"
"1207","2021.a.4.4.8","tossup","c(""U.S."", ""Chicago"")"
"1208","2021.a.4.extra.1","tossup + bonus","c(""Japan"", ""Pyongyang"")"
"1209","2021.a.5.1.1","tossup","c(""Quebec"", ""Massachusetts"")"
"1210","2021.a.5.1.2","tossup","c(""Bavaria"", ""Norway"")"
"1211","2021.a.5.1.3","tossup","c(""Aleutian"", ""Alaska"", ""Russia"")"
"1212","2021.a.5.1.4","tossup","San Lorenzo"
"1213","2021.a.5.1.5","tossup","c(""Nuwa"", ""Pangu"", ""Phoenix"")"
"1214","2021.a.5.1.6","tossup","Ohio"
"1215","2021.a.5.1.7","tossup","c(""Kandalanu"", ""Sennacherib"")"
"1216","2021.a.5.1.8","tossup","c(""the Soviet Union"", ""New Jersey"", ""Grover"")"
"1217","2021.a.5.1.9","tossup","c(""England"", ""Prussia"")"
"1218","2021.a.5.1.10","tossup","the Northwest Territories"
"1219","2021.a.5.2.1","tossup + bonus","c(""Oklahoma"", ""U.S."")"
"1220","2021.a.5.2.2","tossup + bonus","c(""Canada"", ""Australia"", ""New Zealand"", ""Britain"", ""Britain"")"
"1221","2021.a.5.2.3","tossup + bonus","America"
"1222","2021.a.5.2.4","tossup + bonus","Palo Alto"
"1223","2021.a.5.2.5","tossup + bonus","London"
"1224","2021.a.5.2.6","tossup + bonus","c(""Norway"", ""Massachusetts"", ""Augusta"")"
"1225","2021.a.5.2.7","tossup + bonus","list()"
"1226","2021.a.5.2.8","tossup + bonus","c(""Numidia"", ""Egypt"")"
"1227","2021.a.5.3.lightning.1.1","lightning","list()"
"1228","2021.a.5.3.lightning.1.2","lightning","list()"
"1229","2021.a.5.3.lightning.1.3","lightning","list()"
"1230","2021.a.5.3.lightning.1.4","lightning","list()"
"1231","2021.a.5.3.lightning.1.5","lightning","U.S."
"1232","2021.a.5.3.lightning.1.6","lightning","list()"
"1233","2021.a.5.3.lightning.1.7","lightning","list()"
"1234","2021.a.5.3.lightning.1.8","lightning","list()"
"1235","2021.a.5.3.lightning.2.1","lightning","West Africa"
"1236","2021.a.5.3.lightning.2.2","lightning","list()"
"1237","2021.a.5.3.lightning.2.3","lightning","list()"
"1238","2021.a.5.3.lightning.2.4","lightning","Portugal"
"1239","2021.a.5.3.lightning.2.5","lightning","list()"
"1240","2021.a.5.3.lightning.2.6","lightning","India"
"1241","2021.a.5.3.lightning.2.7","lightning","Malacca"
"1242","2021.a.5.3.lightning.2.8","lightning","Angola"
"1243","2021.a.5.3.lightning.3.1","lightning","list()"
"1244","2021.a.5.3.lightning.3.2","lightning","Munich"
"1245","2021.a.5.3.lightning.3.3","lightning","list()"
"1246","2021.a.5.3.lightning.3.4","lightning","list()"
"1247","2021.a.5.3.lightning.3.5","lightning","list()"
"1248","2021.a.5.3.lightning.3.6","lightning","B.C."
"1249","2021.a.5.3.lightning.3.7","lightning","list()"
"1250","2021.a.5.3.lightning.3.8","lightning","list()"
"1251","2021.a.5.4.1","tossup","c(""Xinjiang"", ""the People’s Republic of China"")"
"1252","2021.a.5.4.2","tossup","c(""New York"", ""Mexico"")"
"1253","2021.a.5.4.3","tossup","c(""New York"", ""New Jersey"", ""Colonies"")"
"1254","2021.a.5.4.4","tossup","c(""Spain"", ""Aragon"")"
"1255","2021.a.5.4.5","tossup","c(""Buffalo"", ""LA"")"
"1256","2021.a.5.4.6","tossup","the United States"
"1257","2021.a.5.4.7","tossup","list()"
"1258","2021.a.5.4.8","tossup","c(""Gcwihaba"", ""Angola"", ""German Empire"")"
"1259","2021.a.5.extra.1","tossup + bonus","c(""Nazi Germany"", ""Italy"")"
"1260","2022.nationals.1.1.1","tossup","Massachusetts"
"1261","2022.nationals.1.1.2","tossup","list()"
"1262","2022.nationals.1.1.3","tossup","list()"
"1263","2022.nationals.1.1.4","tossup","list()"
"1264","2022.nationals.1.1.5","tossup","list()"
"1265","2022.nationals.1.1.6","tossup","the Belgian Congo"
"1266","2022.nationals.1.1.7","tossup","c(""Naples"", ""Anatolia"")"
"1267","2022.nationals.1.1.8","tossup","c(""Roxelana"", ""Malta"", ""Vienna"", ""the Ottoman Empire"")"
"1268","2022.nationals.1.1.9","tossup","the United Kingdom"
"1269","2022.nationals.1.1.10","tossup","list()"
"1270","2022.nationals.1.2.1","tossup + bonus","c(""Panama"", ""Venezuela"")"
"1271","2022.nationals.1.2.2","tossup + bonus","c(""Russia"", ""Russia"")"
"1272","2022.nationals.1.2.3","tossup + bonus","list()"
"1273","2022.nationals.1.2.4","tossup + bonus","c(""Cape Bojador"", ""the west coast of"")"
"1274","2022.nationals.1.2.5","tossup + bonus","c(""U.S."", ""Hamhung"", ""Rungrado"")"
"1275","2022.nationals.1.2.6","tossup + bonus","list()"
"1276","2022.nationals.1.2.7","tossup + bonus","list()"
"1277","2022.nationals.1.2.8","tossup + bonus","c(""San Juan Hill"", ""Puerto Rico"")"
"1278","2022.nationals.1.3.lightning.1.1","lightning","list()"
"1279","2022.nationals.1.3.lightning.1.2","lightning","list()"
"1280","2022.nationals.1.3.lightning.1.3","lightning","list()"
"1281","2022.nationals.1.3.lightning.1.4","lightning","Palo Alto"
"1282","2022.nationals.1.3.lightning.1.5","lightning","c(""Durham"", ""North Carolina"")"
"1283","2022.nationals.1.3.lightning.1.6","lightning","list()"
"1284","2022.nationals.1.3.lightning.1.7","lightning","list()"
"1285","2022.nationals.1.3.lightning.1.8","lightning","list()"
"1286","2022.nationals.1.3.lightning.2.1","lightning","list()"
"1287","2022.nationals.1.3.lightning.2.2","lightning","Budapest"
"1288","2022.nationals.1.3.lightning.2.3","lightning","list()"
"1289","2022.nationals.1.3.lightning.2.4","lightning","list()"
"1290","2022.nationals.1.3.lightning.2.5","lightning","list()"
"1291","2022.nationals.1.3.lightning.2.6","lightning","Albania"
"1292","2022.nationals.1.3.lightning.2.7","lightning","Bulgaria"
"1293","2022.nationals.1.3.lightning.2.8","lightning","list()"
"1294","2022.nationals.1.3.lightning.3.1","lightning","the Roman Empire"
"1295","2022.nationals.1.3.lightning.3.2","lightning","c(""Hokkaido"", ""Honshu"")"
"1296","2022.nationals.1.3.lightning.3.3","lightning","list()"
"1297","2022.nationals.1.3.lightning.3.4","lightning","Levant"
"1298","2022.nationals.1.3.lightning.3.5","lightning","list()"
"1299","2022.nationals.1.3.lightning.3.6","lightning","England"
"1300","2022.nationals.1.3.lightning.3.7","lightning","list()"
"1301","2022.nationals.1.3.lightning.3.8","lightning","list()"
"1302","2022.nationals.1.4.1","tossup","list()"
"1303","2022.nationals.1.4.2","tossup","c(""Liverpool"", ""Australia"", ""New Zealand"", ""Sydney"")"
"1304","2022.nationals.1.4.3","tossup","list()"
"1305","2022.nationals.1.4.4","tossup","c(""Bithynia"", ""Livy"", ""North Africa"", ""Zama"")"
"1306","2022.nationals.1.4.5","tossup","c(""Nebraska"", ""U.S."")"
"1307","2022.nationals.1.4.6","tossup","c(""Bombay"", ""India"", ""Pakistan"")"
"1308","2022.nationals.1.4.7","tossup","list()"
"1309","2022.nationals.1.4.8","tossup","North Africa"
"1310","2022.nationals.1.extra.1","tossup + bonus","c(""Cairo"", ""Zimbabwe"", ""Zambia"")"
"1311","2022.nationals.2.1.1","tossup","c(""Michigan"", ""U.S."")"
"1312","2022.nationals.2.1.2","tossup","c(""Queensland"", ""Australia"")"
"1313","2022.nationals.2.1.3","tossup","Battalia"
"1314","2022.nationals.2.1.4","tossup","list()"
"1315","2022.nationals.2.1.5","tossup","c(""France"", ""absentia"", ""Colonies"", ""Great Britain"")"
"1316","2022.nationals.2.1.6","tossup","Austria"
"1317","2022.nationals.2.1.7","tossup","list()"
"1318","2022.nationals.2.1.8","tossup","Edessa"
"1319","2022.nationals.2.1.9","tossup","Pakistan"
"1320","2022.nationals.2.1.10","tossup","Stasi"
"1321","2022.nationals.2.2.1","tossup + bonus","c(""California"", ""Chicago"")"
"1322","2022.nationals.2.2.2","tossup + bonus","c(""Cartimandua"", ""Brigantes"", ""Caratacus"", ""Boudica"")"
"1323","2022.nationals.2.2.3","tossup + bonus","list()"
"1324","2022.nationals.2.2.4","tossup + bonus","list()"
"1325","2022.nationals.2.2.5","tossup + bonus","c(""Berlin"", ""the Democratic Republic of the"", ""Congo"", ""Ethiopia"", ""China"")"
"1326","2022.nationals.2.2.6","tossup + bonus","list()"
"1327","2022.nationals.2.2.7","tossup + bonus","the United States"
"1328","2022.nationals.2.2.8","tossup + bonus","c(""Taizhou"", ""Haozhou"")"
"1329","2022.nationals.2.3.lightning.1.1","lightning","list()"
"1330","2022.nationals.2.3.lightning.1.2","lightning","list()"
"1331","2022.nationals.2.3.lightning.1.3","lightning","list()"
"1332","2022.nationals.2.3.lightning.1.4","lightning","list()"
"1333","2022.nationals.2.3.lightning.1.5","lightning","list()"
"1334","2022.nationals.2.3.lightning.1.6","lightning","list()"
"1335","2022.nationals.2.3.lightning.1.7","lightning","list()"
"1336","2022.nationals.2.3.lightning.1.8","lightning","list()"
"1337","2022.nationals.2.3.lightning.2.1","lightning","list()"
"1338","2022.nationals.2.3.lightning.2.2","lightning","list()"
"1339","2022.nationals.2.3.lightning.2.3","lightning","list()"
"1340","2022.nationals.2.3.lightning.2.4","lightning","list()"
"1341","2022.nationals.2.3.lightning.2.5","lightning","list()"
"1342","2022.nationals.2.3.lightning.2.6","lightning","list()"
"1343","2022.nationals.2.3.lightning.2.7","lightning","list()"
"1344","2022.nationals.2.3.lightning.2.8","lightning","list()"
"1345","2022.nationals.2.3.lightning.3.1","lightning","Tenochtitlan"
"1346","2022.nationals.2.3.lightning.3.2","lightning","list()"
"1347","2022.nationals.2.3.lightning.3.3","lightning","list()"
"1348","2022.nationals.2.3.lightning.3.4","lightning","list()"
"1349","2022.nationals.2.3.lightning.3.5","lightning","Tenochtitlan"
"1350","2022.nationals.2.3.lightning.3.6","lightning","list()"
"1351","2022.nationals.2.3.lightning.3.7","lightning","list()"
"1352","2022.nationals.2.3.lightning.3.8","lightning","list()"
"1353","2022.nationals.2.4.1","tossup","Sweden"
"1354","2022.nationals.2.4.2","tossup","c(""U.S."", ""U.S."")"
"1355","2022.nationals.2.4.3","tossup","list()"
"1356","2022.nationals.2.4.4","tossup","c(""Marian"", ""Frankfurt"", ""Stirling"")"
"1357","2022.nationals.2.4.5","tossup","Germany"
"1358","2022.nationals.2.4.6","tossup","list()"
"1359","2022.nationals.2.4.7","tossup","c(""Greece"", ""Corfu"")"
"1360","2022.nationals.2.4.8","tossup","c(""London"", ""Cologne"")"
"1361","2022.nationals.2.extra.1","tossup + bonus","Mesopotamia"
"1362","2022.nationals.3.1.1","tossup","c(""New York City"", ""Bedloe"", ""Island"", ""New York Harbor"")"
"1363","2022.nationals.3.1.2","tossup","c(""Louis"", ""Fort Caroline"", ""St. Bartholomew's"")"
"1364","2022.nationals.3.1.3","tossup","c(""Loimologia"", ""Salisbury"", ""London"", ""England"", ""Yersinia"")"
"1365","2022.nationals.3.1.4","tossup","Quispiguanca"
"1366","2022.nationals.3.1.5","tossup","c(""Pennsylvania"", ""Arthurdale"", ""West Virginia"")"
"1367","2022.nationals.3.1.6","tossup","Kaaba"
"1368","2022.nationals.3.1.7","tossup","c(""Armenia"", ""Chaeronea"", ""Samos"")"
"1369","2022.nationals.3.1.8","tossup","c(""Mystique"", ""U.S."", ""the United States"")"
"1370","2022.nationals.3.1.9","tossup","Hartford"
"1371","2022.nationals.3.1.10","tossup","c(""the Soviet Union"", ""Billie"")"
"1372","2022.nationals.3.2.1","tossup + bonus","c(""Baltimore"", ""Washington"", ""D.C."")"
"1373","2022.nationals.3.2.2","tossup + bonus","Second Republic"
"1374","2022.nationals.3.2.3","tossup + bonus","c(""India"", ""England"")"
"1375","2022.nationals.3.2.4","tossup + bonus","Britain"
"1376","2022.nationals.3.2.5","tossup + bonus","England"
"1377","2022.nationals.3.2.6","tossup + bonus","list()"
"1378","2022.nationals.3.2.7","tossup + bonus","c(""Magnesia"", ""Xerxes"")"
"1379","2022.nationals.3.2.8","tossup + bonus","c(""Lombardy"", ""Somerset"")"
"1380","2022.nationals.3.3.lightning.1.1","lightning","list()"
"1381","2022.nationals.3.3.lightning.1.2","lightning","list()"
"1382","2022.nationals.3.3.lightning.1.3","lightning","U.S."
"1383","2022.nationals.3.3.lightning.1.4","lightning","list()"
"1384","2022.nationals.3.3.lightning.1.5","lightning","list()"
"1385","2022.nationals.3.3.lightning.1.6","lightning","list()"
"1386","2022.nationals.3.3.lightning.1.7","lightning","NRA"
"1387","2022.nationals.3.3.lightning.1.8","lightning","list()"
"1388","2022.nationals.3.3.lightning.2.1","lightning","list()"
"1389","2022.nationals.3.3.lightning.2.2","lightning","list()"
"1390","2022.nationals.3.3.lightning.2.3","lightning","list()"
"1391","2022.nationals.3.3.lightning.2.4","lightning","list()"
"1392","2022.nationals.3.3.lightning.2.5","lightning","list()"
"1393","2022.nationals.3.3.lightning.2.6","lightning","list()"
"1394","2022.nationals.3.3.lightning.2.7","lightning","list()"
"1395","2022.nationals.3.3.lightning.2.8","lightning","Jamaica"
"1396","2022.nationals.3.3.lightning.3.1","lightning","list()"
"1397","2022.nationals.3.3.lightning.3.2","lightning","Turkey"
"1398","2022.nationals.3.3.lightning.3.3","lightning","Turkey"
"1399","2022.nationals.3.3.lightning.3.4","lightning","list()"
"1400","2022.nationals.3.3.lightning.3.5","lightning","list()"
"1401","2022.nationals.3.3.lightning.3.6","lightning","list()"
"1402","2022.nationals.3.3.lightning.3.7","lightning","list()"
"1403","2022.nationals.3.3.lightning.3.8","lightning","c(""Dardanelles"", ""UK"")"
"1404","2022.nationals.3.4.1","tossup","list()"
"1405","2022.nationals.3.4.2","tossup","c(""Oglala"", ""the United States's"")"
"1406","2022.nationals.3.4.3","tossup","list()"
"1407","2022.nationals.3.4.4","tossup","list()"
"1408","2022.nationals.3.4.5","tossup","c(""Strood"", ""Canterbury"")"
"1409","2022.nationals.3.4.6","tossup","c(""Strood"", ""Canterbury"")"
"1410","2022.nationals.3.4.7","tossup","Chicago"
"1411","2022.nationals.3.4.8","tossup","list()"
"1412","2022.nationals.3.extra.1","tossup + bonus","list()"
"1413","2022.nationals.4.1.1","tossup","c(""Nanjing"", ""Chicago"")"
"1414","2022.nationals.4.1.2","tossup","list()"
"1415","2022.nationals.4.1.3","tossup","Greece"
"1416","2022.nationals.4.1.4","tossup","c(""Germany"", ""the United States"", ""the German Empire"", ""U.S."")"
"1417","2022.nationals.4.1.5","tossup","c(""Adventureland"", ""California"", ""Florida"")"
"1418","2022.nationals.4.1.6","tossup","Bahamas"
"1419","2022.nationals.4.1.7","tossup","United States"
"1420","2022.nationals.4.1.8","tossup","Jerusalem"
"1421","2022.nationals.4.1.9","tossup","list()"
"1422","2022.nationals.4.1.10","tossup","list()"
"1423","2022.nationals.4.2.1","tossup + bonus","list()"
"1424","2022.nationals.4.2.2","tossup + bonus","c(""Magyar"", ""Krasnoyarsk"", ""Yekaterinburg"", ""Moscow"", ""Vladivodstok"")"
"1425","2022.nationals.4.2.3","tossup + bonus","Colesberg Kopje"
"1426","2022.nationals.4.2.4","tossup + bonus","Boston"
"1427","2022.nationals.4.2.5","tossup + bonus","c(""Wellington"", ""England"")"
"1428","2022.nationals.4.2.6","tossup + bonus","c(""Germany"", ""Spain"", ""Great Britain"", ""Spain"")"
"1429","2022.nationals.4.2.7","tossup + bonus","c(""Lucknow"", ""Burma"", ""India"")"
"1430","2022.nationals.4.2.8","tossup + bonus","c(""France"", ""Prague"")"
"1431","2022.nationals.4.3.lightning.1.1","lightning","list()"
"1432","2022.nationals.4.3.lightning.1.2","lightning","c(""Pennsylvania"", ""Valley Forge"")"
"1433","2022.nationals.4.3.lightning.1.3","lightning","list()"
"1434","2022.nationals.4.3.lightning.1.4","lightning","list()"
"1435","2022.nationals.4.3.lightning.1.5","lightning","list()"
"1436","2022.nationals.4.3.lightning.1.6","lightning","list()"
"1437","2022.nationals.4.3.lightning.1.7","lightning","Pennsylvania"
"1438","2022.nationals.4.3.lightning.1.8","lightning","Connecticut"
"1439","2022.nationals.4.3.lightning.2.1","lightning","the Third Republic"
"1440","2022.nationals.4.3.lightning.2.2","lightning","the Third Republic"
"1441","2022.nationals.4.3.lightning.2.3","lightning","list()"
"1442","2022.nationals.4.3.lightning.2.4","lightning","Paris"
"1443","2022.nationals.4.3.lightning.2.5","lightning","list()"
"1444","2022.nationals.4.3.lightning.2.6","lightning","c(""France"", ""UK"")"
"1445","2022.nationals.4.3.lightning.2.7","lightning","list()"
"1446","2022.nationals.4.3.lightning.2.8","lightning","list()"
"1447","2022.nationals.4.3.lightning.3.1","lightning","China"
"1448","2022.nationals.4.3.lightning.3.2","lightning","list()"
"1449","2022.nationals.4.3.lightning.3.3","lightning","China"
"1450","2022.nationals.4.3.lightning.3.4","lightning","list()"
"1451","2022.nationals.4.3.lightning.3.5","lightning","list()"
"1452","2022.nationals.4.3.lightning.3.6","lightning","list()"
"1453","2022.nationals.4.3.lightning.3.7","lightning","list()"
"1454","2022.nationals.4.3.lightning.3.8","lightning","list()"
"1455","2022.nationals.4.4.1","tossup","c(""New York"", ""U.S."", ""UK"")"
"1456","2022.nationals.4.4.2","tossup","Messina"
"1457","2022.nationals.4.4.3","tossup","c(""U.S."", ""Maryland"", ""Laila"")"
"1458","2022.nationals.4.4.4","tossup","list()"
"1459","2022.nationals.4.4.5","tossup","c(""Burakumin"", ""Yubitsume"", ""Japan"")"
"1460","2022.nationals.4.4.6","tossup","c(""Cabarrus County"", ""Siskiyou"", ""Trail"")"
"1461","2022.nationals.4.4.7","tossup","c(""Norway"", ""Scotland"", ""Great Britain"", ""Ireland"")"
"1462","2022.nationals.4.4.8","tossup","Moralia"
"1463","2022.nationals.4.extra.1","tossup + bonus","c(""Suppiluliuma"", ""Akhenaten"")"
"1464","2022.nationals.5.1.1","tossup","c(""Ohio"", ""Santa Anna"")"
"1465","2022.nationals.5.1.2","tossup","c(""New York"", ""Griswold"", ""Connecticut"")"
"1466","2022.nationals.5.1.3","tossup","c(""Essex"", ""Greece"", ""Turkey"")"
"1467","2022.nationals.5.1.4","tossup","c(""Sumitro"", ""Sukarno"", ""Jakarta"", ""Indonesia"")"
"1468","2022.nationals.5.1.5","tossup","Czechoslovakia"
"1469","2022.nationals.5.1.6","tossup","list()"
"1470","2022.nationals.5.1.7","tossup","list()"
"1471","2022.nationals.5.1.8","tossup","list()"
"1472","2022.nationals.5.1.9","tossup","list()"
"1473","2022.nationals.5.1.10","tossup","list()"
"1474","2022.nationals.5.2.1","tossup + bonus","U.S."
"1475","2022.nationals.5.2.2","tossup + bonus","Brandys"
"1476","2022.nationals.5.2.3","tossup + bonus","Zimbabwe"
"1477","2022.nationals.5.2.4","tossup + bonus","list()"
"1478","2022.nationals.5.2.5","tossup + bonus","c(""Aeneid"", ""Aeneas"")"
"1479","2022.nationals.5.2.6","tossup + bonus","list()"
"1480","2022.nationals.5.2.7","tossup + bonus","c(""Ethiopia"", ""Israel"")"
"1481","2022.nationals.5.2.8","tossup + bonus","c(""Menuthias"", ""Oman"", ""East Africa"", ""Tanzania"")"
"1482","2022.nationals.5.3.lightning.1.1","lightning","the Soviet Union"
"1483","2022.nationals.5.3.lightning.1.2","lightning","c(""Wisconsin"", ""U.S."")"
"1484","2022.nationals.5.3.lightning.1.3","lightning","list()"
"1485","2022.nationals.5.3.lightning.1.4","lightning","list()"
"1486","2022.nationals.5.3.lightning.1.5","lightning","U.S."
"1487","2022.nationals.5.3.lightning.1.6","lightning","list()"
"1488","2022.nationals.5.3.lightning.1.7","lightning","U.S."
"1489","2022.nationals.5.3.lightning.1.8","lightning","c(""Yates"", ""U.S"")"
"1490","2022.nationals.5.3.lightning.2.1","lightning","list()"
"1491","2022.nationals.5.3.lightning.2.2","lightning","Rome"
"1492","2022.nationals.5.3.lightning.2.3","lightning","list()"
"1493","2022.nationals.5.3.lightning.2.4","lightning","list()"
"1494","2022.nationals.5.3.lightning.2.5","lightning","list()"
"1495","2022.nationals.5.3.lightning.2.6","lightning","Rome"
"1496","2022.nationals.5.3.lightning.2.7","lightning","list()"
"1497","2022.nationals.5.3.lightning.2.8","lightning","list()"
"1498","2022.nationals.5.3.lightning.3.1","lightning","list()"
"1499","2022.nationals.5.3.lightning.3.2","lightning","Alamut"
"1500","2022.nationals.5.3.lightning.3.3","lightning","list()"
"1501","2022.nationals.5.3.lightning.3.4","lightning","list()"
"1502","2022.nationals.5.3.lightning.3.5","lightning","Jerusalem"
"1503","2022.nationals.5.3.lightning.3.6","lightning","list()"
"1504","2022.nationals.5.3.lightning.3.7","lightning","list()"
"1505","2022.nationals.5.3.lightning.3.8","lightning","Jerusalem"
"1506","2022.nationals.5.4.1","tossup","list()"
"1507","2022.nationals.5.4.2","tossup","list()"
"1508","2022.nationals.5.4.3","tossup","c(""Malaga"", ""Spain"")"
"1509","2022.nationals.5.4.4","tossup","c(""U.S."", ""China"", ""the Boxer Rebellion"")"
"1510","2022.nationals.5.4.5","tossup","c(""Terra Australis"", ""Yaghan"", ""Chile"", ""Argentina"")"
"1511","2022.nationals.5.4.6","tossup","c(""Newfoundland"", ""Poland"")"
"1512","2022.nationals.5.4.7","tossup","U.S."
"1513","2022.nationals.5.4.8","tossup","France"
"1514","2022.nationals.5.extra.1","tossup + bonus","c(""Harlan County"", ""U.S."")"
